DATABASE_NAME,SCHEMA_NAME,VIEW_NAME,COLUMN_NAME,DISTINCT_VALUES,DATA_TYPE,DESCRIPTION
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,CATEGORY_GROUP_NAME,"BILLED LABOR, OTR, MISC/OTHER",TEXT,The CATEGORY_GROUP_NAME column likely represents the name of a group or classification to which a specific category belongs.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,CATEGORY_GROUP_ID_NAME,"8-BILLED LABOR, 3-OTR, 20-MISC/OTHER",TEXT,"The ""CATEGORY_GROUP_ID_NAME"" column likely represents the name associated with a specific category group identifier."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,CLASS_ID,"9026, 11, 997, 9025",TEXT,The CLASS_ID column likely represents a unique identifier for each class in a dataset.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,CLASS_NAME,"OTR TIRE SERVICE, OTR TIRES - MISC BRAND, FUEL SURCHARGE, OTR ROAD SERVICE",TEXT,The CLASS_NAME column likely represents the name or title of a specific class or course.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,CLASS_ID_NAME,"9026-OTR TIRE SERVICE, 11-OTR TIRES - MISC BRAND, 997-FUEL SURCHARGE, 9025-OTR ROAD SERVICE",TEXT,The CLASS_ID_NAME column likely represents the unique identifier or name associated with a specific class or category.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,ITEM_NUMBER,"95032, 93012, 67890, 769",TEXT,The ITEM_NUMBER column likely represents a unique identifier assigned to each individual item in a dataset.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,ITEM_DESCRIPTION,"WHEEL CLEAN/PREP, MISC OTR TIRE, OTR ENERGY CHARGE, OTR SERVICE PER HR",TEXT,The ITEM_DESCRIPTION column likely represents a detailed textual explanation or summary of a specific product or item.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,ITEM_NUM_DESCRIPTION,"95032-WHEEL CLEAN/PREP, 93012-MISC OTR TIRE, 67890-OTR ENERGY CHARGE, 769-OTR SERVICE PER HR",TEXT,"The column ""ITEM_NUM_DESCRIPTION"" likely represents a textual description or details associated with a specific item number."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,SIZE,"OTR, MISC, ., NC,SC,GA",TEXT,"The ""SIZE"" column likely represents the physical dimensions, magnitude, or capacity of an item or entity."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,FEE_CHARGES_TYPE_FALG,OTR CHARGES,TEXT,This column indicates the type or category of fee charges applied.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,CAT88_NCVA_FLAG,"CAT88, NCVA",TEXT,"The column ""CAT88_NCVA_FLAG"" likely indicates whether a specific condition or criteria related to ""CAT88"" is met, using a flag system (e.g., yes/no or true/false)."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,DAILY_SALES,"18.0, 2150.0, 105.5, 607.5",NUMBER,The DAILY_SALES column likely represents the total sales amount generated each day.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,GROSS_PROFIT,"7.2, 463.88, 79.5, 180.0",NUMBER,The GROSS_PROFIT column likely represents the total revenue remaining after subtracting the cost of goods sold from sales.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,QUANTITY,"1.0, 2.0, 4.5, 3.0",NUMBER,The QUANTITY column represents the number of units or items of a particular product or service.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,COST,"10.8, 1686.12, 26.0, 427.5",NUMBER,"The COST column likely represents the monetary expense or price associated with a product, service, or transaction."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_FEE_CAT88_INCVA_SALE,GP_PERCENT,"40.0, 21.58, 75.36, 29.63",NUMBER,"The GP_PERCENT column likely represents the gross profit percentage, indicating the proportion of revenue that exceeds the cost of goods sold."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,TRANSACTION_DT,"2024-03-11, 2024-05-03, 2025-05-29, 2024-03-21",DATE,The date on which a transaction occurred.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,TRANSACTION_YEAR,"2024, 2025, 2023",NUMBER,The TRANSACTION_YEAR column represents the year in which a transaction took place.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,TRANSACTION_MONTH,"3, 5, 6, 4",NUMBER,The TRANSACTION_MONTH column likely represents the month in which a transaction occurred.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,TRANSACTION_YEAR_MONTH,"2024-03, 2024-05, 2025-06, 2024-06",TEXT,"The TRANSACTION_YEAR_MONTH column likely represents the year and month when a transaction occurred, formatted together."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,TRANSACTION_MONTH_NUM_NAME,"03 Mar, 05 May, 06 Jun, 04 Apr",TEXT,"The column ""TRANSACTION_MONTH_NUM_NAME"" likely represents the name of the month corresponding to the numerical month of a transaction."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,TRANSACTION_MONTH_NAME,"Mar, May, Jun, Apr",TEXT,"The column ""TRANSACTION_MONTH_NAME"" likely represents the name of the month in which a transaction occurred."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,TRANSACTION_QUARTER,"1, 2, 3",NUMBER,"The TRANSACTION_QUARTER column likely represents the three-month period during which a transaction occurred, identified by its respective quarter of the year."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,TRANSACTION_DAY_NUM_OF_MONTH,"15, 8, 4, 25",NUMBER,This column represents the specific day of the month on which a transaction occurred.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,TRANSACTION_DAY_OF_MONTH,"DAY-15, DAY-08, DAY-04, DAY-25",TEXT,"The column ""TRANSACTION_DAY_OF_MONTH"" likely represents the specific day of the month on which a transaction occurred."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,TRANSACTION_WEEK_OF_YEAR,"2024-W11, 2024-W18, 2025-W22, 2024-W12",TEXT,"The column ""TRANSACTION_WEEK_OF_YEAR"" likely represents the specific week number within a year when a transaction occurred."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,FORM_TYPE_CODE,"GI, NI",TEXT,"The column ""FORM_TYPE_CODE"" likely represents a code that identifies the specific type or category of a form."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,POS_PREFIX,07-,TEXT,The POS_PREFIX column likely represents a prefix or identifier associated with a point of sale system or transaction.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,WORK_ORDER_NUMBER,"149254, 150007, 156603, 149439",TEXT,The WORK_ORDER_NUMBER column likely represents a unique identifier assigned to each work order for tracking and reference purposes.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,STORE_NUMBER,7,TEXT,The STORE_NUMBER column likely represents a unique identifier assigned to each store location.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,STORE_NAME,"MCCARTHY TIRE - READING, PA",TEXT,The STORE_NAME column likely represents the name of a retail or business location.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,STORE_NUM_NAME,"7-MCCARTHY TIRE - READING, PA",TEXT,"The column ""STORE_NUM_NAME"" likely represents the unique identifier or name assigned to each store location."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,STORE_CITY,READING,TEXT,"The column ""STORE_CITY"" likely represents the name of the city where a store is located."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,STORE_STATE,PA,TEXT,"The column ""STORE_STATE"" likely represents the U.S. state in which a store is located."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,REGION,200,TEXT,The REGION column likely represents the geographical area or administrative division associated with each data entry.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,SALES_REP_NUMBER,"1843, 1864, 2347, 1770",TEXT,The SALES_REP_NUMBER column likely represents the unique identifier assigned to each sales representative.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,SALES_REP_NAME,"DOUGLAS MILLER, MICHAEL HOLZINGER, ERIC STIMMLER, RANDY FRIEND",TEXT,The SALES_REP_NAME column likely represents the name of the sales representative responsible for handling a particular sales transaction or client account.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,SALES_REP_NUM_NAME,"1843-DOUGLAS MILLER, 1864-MICHAEL HOLZINGER, 2347-ERIC STIMMLER, 1770-RANDY FRIEND",TEXT,"The column ""SALES_REP_NUM_NAME"" likely represents the unique identifier and name of a sales representative."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,STORE_MANAGER_NAME,LAMONT PHILLIPS,TEXT,The STORE_MANAGER_NAME column likely represents the name of the individual responsible for managing a specific store.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,AREA_MANAGER_NUMBER,1966,TEXT,The AREA_MANAGER_NUMBER column likely represents a unique identifier assigned to each area manager within an organization.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,AREA_MANAGER_NAME,LAMONT PHILLIPS,TEXT,The AREA_MANAGER_NAME column likely represents the name of the individual responsible for overseeing operations within a specific geographic area.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,AREA_MANAGER_NUM_NAME,1966-LAMONT PHILLIPS,TEXT,"The column ""AREA_MANAGER_NUM_NAME"" likely represents the identification number and name of the area manager responsible for a specific region or area."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,REGIONAL_MANAGER_NUMBER,1266,TEXT,The REGIONAL_MANAGER_NUMBER column likely represents a unique identifier assigned to each regional manager within an organization.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,REGIONAL_MANAGER_NAME,ADAM GALIE,TEXT,"The column ""REGIONAL_MANAGER_NAME"" likely represents the name of the individual responsible for overseeing operations in a specific geographic region."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,REGIONAL_MANAGER_NUM_NAME,1266-ADAM GALIE,TEXT,"The column ""REGIONAL_MANAGER_NUM_NAME"" likely represents the identification number and name of a regional manager."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CUSTOMER_ID,"892796, 593835, 846105, 456276",TEXT,The CUSTOMER_ID column likely represents a unique identifier assigned to each customer in the database.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CUSTOMER_NAME,"PENN LINE EQUIPMENT HOLDINGS LLC, NEW BERN TRANS FORKLIFT  ALLENTOWN, WESTERN BERKS AMBULANCE, M J ELECTRIC LLC",TEXT,The CUSTOMER_NAME column likely represents the full name of the customer associated with a particular record or transaction.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,PARENT_CUSTOMER_NAME,"PENN LINE EQUIPMENT HOLDINGS LLC, NEW BERN TRANS FORKLIFT  ALLENTOWN, WESTERN BERKS AMBULANCE, M J ELECTRIC LLC",TEXT,The name of the primary or overarching customer associated with a subsidiary or related entity.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,ACCOUNT_TYPE_NAME,"BUSINESS, COMMERCIAL, GOVERNMENT, NATIONAL ACCOUNT(REGULAR)",TEXT,"The column ""ACCOUNT_TYPE_NAME"" likely represents the descriptive name or category of a specific type of account."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,ACCOUNT_GROUP,"LOCAL, NATIONAL",TEXT,The ACCOUNT_GROUP column likely represents a classification or category assigned to a group of related accounts within a financial or organizational system.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CATEGORY_CODE,"87, 90, 7, 10",TEXT,"The CATEGORY_CODE column likely represents a unique identifier or code assigned to categorize or classify items, products, or entities into specific groups or types."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CATEGORY_NAME,"RETAIL TIRE SERVICE, INDUSTRIAL LABOR, LIGHT TRUCK TIRES, MEDIUM TRUCK TIRES - RADIAL",TEXT,The CATEGORY_NAME column likely represents the name or label of a specific group or classification to which an item or record belongs.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CATEGORY_CODE_NAME,"87-RETAIL TIRE SERVICE, 90-INDUSTRIAL LABOR, 7-LIGHT TRUCK TIRES, 10-MEDIUM TRUCK TIRES - RADIAL",TEXT,The CATEGORY_CODE_NAME column likely represents the descriptive name associated with a specific category code.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CATEGORY_GROUP_ID,"8, 23, 1, 2",TEXT,The CATEGORY_GROUP_ID column likely represents a unique identifier for a group or collection of related categories.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CATEGORY_GROUP_NAME,"BILLED LABOR, FOAM FILL/PRESSING, RETAIL, TRUCK",TEXT,The CATEGORY_GROUP_NAME column likely represents the name of a group or classification to which a specific category belongs.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CATEGORY_GROUP_ID_NAME,"8-BILLED LABOR, 23-FOAM FILL/PRESSING, 1-RETAIL, 2-TRUCK",TEXT,The CATEGORY_GROUP_ID_NAME column likely represents the name associated with a specific category group identifier.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CLASS_ID,"805, 5001, 3074, 801",TEXT,The CLASS_ID column likely represents a unique identifier for each class or course in a dataset.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CLASS_NAME,"PLT CHANGE/MOUNT, INDUSTRIAL SERVICE LABOR, FIRESTONE TRANSFORCE AT/AT2, PLT WHEEL BALANCE",TEXT,The CLASS_NAME column likely represents the name or title of a specific class or course.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,CLASS_ID_NAME,"805-PLT CHANGE/MOUNT, 5001-INDUSTRIAL SERVICE LABOR, 3074-FIRESTONE TRANSFORCE AT/AT2, 801-PLT WHEEL BALANCE",TEXT,"The column ""CLASS_ID_NAME"" likely represents the identifier or name associated with a specific class or category."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,ITEM_NUMBER,"47, 95600, 180, 6",TEXT,The ITEM_NUMBER column likely represents a unique identifier assigned to each individual item in a dataset.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,ITEM_DESCRIPTION,"DISMOUNT & MOUNT, PRESS 15""&16"", FS TRANS AT2, SPIN BALANCE",TEXT,The ITEM_DESCRIPTION column likely represents a detailed text explanation or summary of a product or item.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,ITEM_NUM_DESCRIPTION,"47-DISMOUNT & MOUNT, 95600-PRESS 15""&16"", 180-FS TRANS AT2, 6-SPIN BALANCE",TEXT,"The column ""ITEM_NUM_DESCRIPTION"" likely represents a textual description of an item associated with its unique number or identifier."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,SIZE,"LT TRK, 15-16"", 225/75R16, LT",TEXT,"The ""SIZE"" column likely represents the dimensions, magnitude, or extent of an object or entity, such as its physical measurements or capacity."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,DAILY_SALES,"112.0, 100.0, 260.6, 108.0",NUMBER,The DAILY_SALES column likely represents the total sales amount generated each day.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,GROSS_PROFIT,"56.0, 30.0, 40.1, 43.2",NUMBER,The GROSS_PROFIT column represents the total revenue remaining after deducting the cost of goods sold.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,QUANTITY,"4.0, 2.0, 1.0",NUMBER,The QUANTITY column represents the number of units or items associated with a particular transaction or record.
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,COST,"56.0, 70.0, 336.64, 64.8",NUMBER,"The ""COST"" column likely represents the monetary expense or price associated with a product, service, or transaction."
REPORTING_UAT,GOLD_SALES,V_SMM_ITEM_DAILY_SALE,GP_PERCENT,"50.0, 30.0, 15.39, 40.0",NUMBER,The GP_PERCENT column likely represents the percentage of gross profit relative to sales or revenue.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,WORK_ORDER_STATUS,Invoiced,TEXT,"The WORK_ORDER_STATUS column indicates the current progress or state of a work order, such as pending, in progress, or completed."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,TRANSACTION_YEAR,"2025, 2023, 2020, 2024",NUMBER,The TRANSACTION_YEAR column likely represents the year in which a transaction occurred.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,TRANSACTION_MONTH,"6, 8, 12, 11",NUMBER,The TRANSACTION_MONTH column likely represents the month in which a transaction occurred.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,TRANSACTION_YEAR_MONTH,"2025-06, 2023-08, 2020-12, 2023-11",TEXT,"The TRANSACTION_YEAR_MONTH column likely represents the year and month when a transaction occurred, formatted together."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,TRANSACTION_MONTH_NUM_NAME,"06 Jun, 08 Aug, 12 Dec, 11 Nov",TEXT,"The column ""TRANSACTION_MONTH_NUM_NAME"" likely represents the name of the month corresponding to the numerical month value of a transaction."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,TRANSACTION_MONTH_NAME,"Jun, Aug, Dec, Nov",TEXT,The TRANSACTION_MONTH_NAME column likely represents the name of the month in which a transaction occurred.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,TRANSACTION_QUARTER,"2, 3, 4, 1",NUMBER,The TRANSACTION_QUARTER column likely represents the specific quarter of the year in which a transaction took place.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CUSTOMER_NAME,"OLD CASTLE/PENNSY SUPPLY CONTI 08282518, WEAVER'S TIRE SERVICE, INC., BRIDGESTONE NAT ACCT SLM 400, CHAMBERLAIN CONTRACTORS, LLC",TEXT,The CUSTOMER_NAME column likely represents the full name of a customer.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,PARENT_CUSTOMER_NAME,"OLD CASTLE/PENNSY SUPPLY CONTI 08282518, WEAVER'S TIRE SERVICE, INC., BRIDGESTONE NAT ACCT SLM 400, CHAMBERLAIN CONTRACTORS, LLC",TEXT,The PARENT_CUSTOMER_NAME column likely represents the name of the primary or overarching customer organization associated with a particular account or transaction.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,ACCOUNT_TYPE_NAME,"NATIONAL ACCOUNT(REGULAR), DICE TIRE ACQUISITION, NATIONAL ACCOUNT(REGULAR-OLD), COMMERCIAL",TEXT,"The column ""ACCOUNT_TYPE_NAME"" likely represents the descriptive name or category of a specific type of account."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,ACCOUNT_GROUP,"NATIONAL, LOCAL",TEXT,"The ""ACCOUNT_GROUP"" column likely represents a classification or category to which a specific account belongs."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,STORE_NUMBER,"11, 15, 39",TEXT,The STORE_NUMBER column likely represents a unique identifier assigned to each store location.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,STORE_NAME,"MCCARTHY TIRE - CARLISLE, PA, MCCARTHY TIRE - STERLING, VA, MCCARTHY TIRE - FRONT ROYAL, VA",TEXT,The STORE_NAME column likely represents the name of a retail or business location.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,STORE_NUM_NAME,"11-MCCARTHY TIRE - CARLISLE, PA, 15-MCCARTHY TIRE - STERLING, VA, 39-MCCARTHY TIRE - FRONT ROYAL, VA",TEXT,The STORE_NUM_NAME column likely represents the unique identifier or name assigned to each store location.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CITY,"CARLISLE, STERLING, FRONT ROYAL",TEXT,The CITY column likely represents the name of the city associated with each record in the dataset.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,STATE,"PA, VA",TEXT,"The ""STATE"" column likely represents the name or abbreviation of a geographical region within a country, such as a state or province."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,REGION,"200, 300",TEXT,The REGION column likely represents the geographical area or division to which a particular data entry is associated.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,FORM_TYPE_CODE,"NI, TI, WI",TEXT,"The ""FORM_TYPE_CODE"" column likely represents a categorical identifier for different types of forms used within a system or process."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,FORM_TYPE_NAME,"NATIONAL ACCOUNT: INVOICE, TRUCK SERVICE: INVOICE, RETAIL SERVICE: INVOICE",TEXT,"The column ""FORM_TYPE_NAME"" likely represents the name or designation of a specific type of form used within a system or process."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,SALES_REP_NUMBER,"1770, 2453, 400, 157",TEXT,The SALES_REP_NUMBER column likely represents a unique identifier assigned to each sales representative.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,SALES_REP_NAME,"RANDY FRIEND, JOE JUMPER, GEORGE BUCK, JAMES HOMER",TEXT,The SALES_REP_NAME column likely represents the name of the sales representative responsible for a particular sale or client account.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,SALES_REP_NUM_NAME,"1770-RANDY FRIEND, 2453-JOE JUMPER, 400-GEORGE BUCK, 157-JAMES HOMER",TEXT,"The column ""SALES_REP_NUM_NAME"" likely represents the unique identifier and name of a sales representative."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CATEGORY_CODE,"10, 341, 92, 87",TEXT,"The CATEGORY_CODE column likely represents a unique identifier or code assigned to categorize or classify items, products, or entities into specific groups or types."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CATEGORY_NAME,"MEDIUM TRUCK TIRES - RADIAL, TRUCK TIRE RETREADING, MECHANICAL INVENTORY ITEMS, RETAIL TIRE SERVICE",TEXT,The CATEGORY_NAME column likely represents the name or label of a specific group or classification to which an item or record belongs.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CATEGORY_CODE_NAME,"10-MEDIUM TRUCK TIRES - RADIAL, 341-TRUCK TIRE RETREADING, 92-MECHANICAL INVENTORY ITEMS, 87-RETAIL TIRE SERVICE",TEXT,The CATEGORY_CODE_NAME column likely represents the descriptive name of a specific category or classification within a dataset.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CATEGORY_GROUP_ID,"2, 6, 9, 8",TEXT,The CATEGORY_GROUP_ID column likely represents a unique identifier for a group of related categories within a dataset.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CATEGORY_GROUP_NAME,"TRUCK, BANDAG RETREADS, REPAIRS & CASINGS, MECHANICAL PARTS, BILLED LABOR",TEXT,The CATEGORY_GROUP_NAME column likely represents the name of a group or classification to which a specific category belongs.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CATEGORY_GROUP_ID_NAME,"2-TRUCK, 6-BANDAG RETREADS, REPAIRS & CASINGS, 9-MECHANICAL PARTS, 8-BILLED LABOR",TEXT,"The column ""CATEGORY_GROUP_ID_NAME"" likely represents the name associated with a specific category group identifier."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CLASS_ID,"3617, 7596, 897, 805",TEXT,The CLASS_ID column likely represents a unique identifier assigned to each class or course within a system or database.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CLASS_NAME,"GENERAL RA, MAXTREAD DR 4.3, TRUCK MECHANICAL PARTS, PLT CHANGE/MOUNT",TEXT,The CLASS_NAME column likely represents the name or title of a specific class or course.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,CLASS_ID_NAME,"3617-GENERAL RA, 7596-MAXTREAD DR 4.3, 897-TRUCK MECHANICAL PARTS, 805-PLT CHANGE/MOUNT",TEXT,The CLASS_ID_NAME column likely represents the unique identifier or name associated with a specific class or category.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,VENDOR_NUMBER,"1, 4, 28, 3",NUMBER,The VENDOR_NUMBER column likely represents a unique identifier assigned to each vendor in a database.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,VENDOR_NAME,"GENERAL/CONTINENTAL, BRIDGESTONE/FIRESTONE, MISC VENDORS, MICHELIN NORTH AMERICA",TEXT,The VENDOR_NAME column likely represents the name of the supplier or company providing goods or services.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,MONTHLY_TOTAL_QUANTITY,"1.0, 10.0, 4.0, 74.0",NUMBER,"The column ""MONTHLY_TOTAL_QUANTITY"" likely represents the total amount or number of items or units accumulated or sold within a month."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,MONTHLY_TOTAL_COST,"429.02, 1588.5, 0.01, 7.5",NUMBER,The total cost incurred on a monthly basis.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,MONTHLY_TOTAL_SALE,"429.02, 1939.3, 25.99, 15.0",NUMBER,The total sales amount generated in a month.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,MONTHLY_TOTAL_GROSS_PROFIT,"30.0, 350.8, 25.98, 7.5",NUMBER,"The column ""MONTHLY_TOTAL_GROSS_PROFIT"" likely represents the total gross profit earned by a business or entity for each month."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,MONTHLY_GROSS_PROFIT_PCT,"6.99, 18.09, 99.96, 50.0",NUMBER,The MONTHLY_GROSS_PROFIT_PCT column likely represents the percentage of gross profit earned by a business each month.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,MONTHLY_TOTAL_FEE_QUANTITY,0.0,NUMBER,The total number of fees incurred or charged within a month.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,MONTHLY_TOTAL_FEE_COST,0.0,NUMBER,The total cost of fees incurred on a monthly basis.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,MONTHLY_TOTAL_FEE_SALE,0.0,NUMBER,This column likely represents the total amount of fees collected from sales within a given month.
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,MONTHLY_TOTAL_FEE_GROSS_PROFIT,0.0,NUMBER,"The column ""MONTHLY_TOTAL_FEE_GROSS_PROFIT"" likely represents the total gross profit earned from fees in a month."
REPORTING_UAT,GOLD_SALES,V_SMM_MONTHLY_SALES,MONTHLY_FEE_GROSS_PROFIT_PCT,0.0,NUMBER,The column represents the percentage of gross profit derived from monthly fees.
